,Airline,Journey_date,From,To,Dtime,Atime,Stops,Price
1,Spicejet,15/10/2021,Goa,Ahmedabad,14:50,17:00,Non stop,5315.0
2,Go First,15/10/2021,Goa,Ahmedabad,15:40,17:10,Non stop,5315.0
3,Spicejet,15/10/2021,Goa,Ahmedabad,19:40,21:40,Non stop,5315.0
4,Go First,15/10/2021,Goa,Ahmedabad,20:25,22:05,Non stop,5315.0
5,Go First,15/10/2021,Goa,Ahmedabad,16:15,21:05,1 stop via Mumbai,5315.0
6,Go First,15/10/2021,Goa,Ahmedabad,14:25,21:05,1 stop via Mumbai,5315.0
7,Go First,15/10/2021,Goa,Ahmedabad,13:40,21:05,1 stop via Mumbai,5315.0
8,Go First,15/10/2021,Goa,Ahmedabad,17:25,08:35,1 stop via New Delhi,5315.0
9,IndiGo,15/10/2021,Goa,Ahmedabad,15:25,17:05,Non stop,5316.0
10,IndiGo,15/10/2021,Goa,Ahmedabad,21:40,23:20,Non stop,5316.0
11,IndiGo,15/10/2021,Goa,Ahmedabad,19:50,23:25,1 stop via Mumbai,5316.0
12,IndiGo,15/10/2021,Goa,Ahmedabad,18:30,23:25,1 stop via Mumbai,5316.0
13,IndiGo,15/10/2021,Goa,Ahmedabad,16:30,23:25,1 stop via Mumbai,5316.0
14,IndiGo,15/10/2021,Goa,Ahmedabad,14:40,21:15,1 stop via Hyderabad,5773.0
15,"Go First, Air India",15/10/2021,Goa,Ahmedabad,13:40,18:10,1 stop via Mumbai,7898.0
16,"AirAsia, Go First",15/10/2021,Goa,Ahmedabad,18:55,08:30,"2 stop via Mumbai,Bengaluru",7899.0
17,Spicejet,16/10/2021,Goa,Ahmedabad,07:45,09:45,Non stop,5315.0
18,Spicejet,16/10/2021,Goa,Ahmedabad,14:50,17:00,Non stop,5315.0
19,Go First,16/10/2021,Goa,Ahmedabad,15:40,17:10,Non stop,5315.0
20,Spicejet,16/10/2021,Goa,Ahmedabad,19:40,21:40,Non stop,5315.0
21,Go First,16/10/2021,Goa,Ahmedabad,20:25,22:05,Non stop,5315.0
22,Go First,16/10/2021,Goa,Ahmedabad,11:10,17:00,1 stop via New Delhi,5315.0
23,Go First,16/10/2021,Goa,Ahmedabad,11:10,17:00,1 stop via New Delhi,5315.0
24,Go First,16/10/2021,Goa,Ahmedabad,16:15,21:05,1 stop via Mumbai,5315.0
25,Go First,16/10/2021,Goa,Ahmedabad,14:25,21:05,1 stop via Mumbai,5315.0
26,IndiGo,16/10/2021,Goa,Ahmedabad,09:10,10:50,Non stop,5316.0
27,IndiGo,16/10/2021,Goa,Ahmedabad,15:25,17:05,Non stop,5316.0
28,IndiGo,16/10/2021,Goa,Ahmedabad,09:15,14:40,1 stop via Mumbai,5316.0
29,IndiGo,16/10/2021,Goa,Ahmedabad,09:15,14:40,1 stop via Mumbai,5316.0
30,IndiGo,16/10/2021,Goa,Ahmedabad,13:10,17:40,1 stop via Mumbai,5316.0
31,IndiGo,16/10/2021,Goa,Ahmedabad,12:00,17:40,1 stop via Mumbai,5316.0
32,IndiGo,16/10/2021,Goa,Ahmedabad,10:55,17:40,1 stop via Mumbai,5316.0
33,IndiGo,16/10/2021,Goa,Ahmedabad,16:30,21:10,1 stop via Mumbai,5316.0
34,IndiGo,16/10/2021,Goa,Ahmedabad,10:40,18:30,1 stop via Nagpur,6230.0
35,Air India,16/10/2021,Goa,Ahmedabad,07:30,18:10,1 stop via Mumbai,6724.0
36,"Spicejet, IndiGo",16/10/2021,Goa,Ahmedabad,09:15,14:40,1 stop via Mumbai,7898.0
37,"Go First, Air India",16/10/2021,Goa,Ahmedabad,13:40,18:10,1 stop via Mumbai,7898.0
38,"Go First, IndiGo",16/10/2021,Goa,Ahmedabad,14:25,19:45,1 stop via Mumbai,7898.0
39,"AirAsia, Go First",16/10/2021,Goa,Ahmedabad,07:55,12:55,1 stop via Mumbai,7899.0
40,"AirAsia, IndiGo",16/10/2021,Goa,Ahmedabad,09:55,14:40,1 stop via Mumbai,7900.0
41,"Vistara, Air India",16/10/2021,Goa,Ahmedabad,13:20,18:10,1 stop via Mumbai,7900.0
42,"IndiGo, Go First",16/10/2021,Goa,Ahmedabad,16:30,21:05,1 stop via Mumbai,8003.0
43,IndiGo,17/10/2021,Goa,Ahmedabad,21:40,23:20,Non stop,8361.0
44,Go First,17/10/2021,Goa,Ahmedabad,15:40,17:10,Non stop,5315.0
45,Go First,17/10/2021,Goa,Ahmedabad,20:25,22:05,Non stop,5315.0
46,Spicejet,17/10/2021,Goa,Ahmedabad,07:45,09:45,Non stop,5315.0
47,Spicejet,17/10/2021,Goa,Ahmedabad,19:40,21:40,Non stop,5315.0
48,Spicejet,17/10/2021,Goa,Ahmedabad,14:50,17:00,Non stop,5315.0
49,Spicejet,17/10/2021,Goa,Ahmedabad,19:40,21:40,Non stop,9095.0
50,Spicejet,17/10/2021,Goa,Ahmedabad,07:45,09:45,Non stop,9621.0
51,IndiGo,17/10/2021,Goa,Ahmedabad,16:30,23:25,1 stop via Mumbai,9884.0
52,Go First,17/10/2021,Goa,Ahmedabad,20:25,22:05,Non stop,10145.0
53,IndiGo,17/10/2021,Goa,Ahmedabad,09:10,10:50,Non stop,10986.0
54,"Vistara, Go First",17/10/2021,Goa,Ahmedabad,15:15,08:30,"2 stop via Mumbai,Bengaluru",10997.0
55,"Vistara, Go First",17/10/2021,Goa,Ahmedabad,15:15,08:30,"2 stop via Mumbai,Bengaluru",10997.0
56,"Vistara, IndiGo",17/10/2021,Goa,Ahmedabad,15:15,19:45,1 stop via Mumbai,10998.0
57,"Spicejet, Go First",17/10/2021,Goa,Ahmedabad,09:15,17:15,1 stop via Mumbai,11677.0
58,IndiGo,17/10/2021,Goa,Ahmedabad,10:40,15:25,1 stop via Nagpur,11711.0
59,IndiGo,17/10/2021,Goa,Ahmedabad,10:55,17:40,1 stop via Mumbai,11711.0
60,IndiGo,17/10/2021,Goa,Ahmedabad,11:45,19:45,1 stop via Mumbai,11711.0
61,IndiGo,17/10/2021,Goa,Ahmedabad,14:40,21:15,1 stop via Hyderabad,12167.0
62,"AirAsia, Go First",17/10/2021,Goa,Ahmedabad,09:55,17:15,1 stop via Mumbai,12202.0
63,"Air India, IndiGo",17/10/2021,Goa,Ahmedabad,15:20,21:10,1 stop via Mumbai,13255.0
64,IndiGo,17/10/2021,Goa,Ahmedabad,18:30,23:25,1 stop via Mumbai,13874.0
65,"IndiGo, Go First",17/10/2021,Goa,Ahmedabad,11:45,17:15,1 stop via Mumbai,14093.0
66,"Air India, Go First",17/10/2021,Goa,Ahmedabad,15:20,21:05,1 stop via Mumbai,14094.0
67,"Vistara, Air India",17/10/2021,Goa,Ahmedabad,13:20,18:10,1 stop via Mumbai,14095.0
68,Spicejet,17/10/2021,Goa,Ahmedabad,17:40,19:20,Non stop,14451.0
69,Spicejet,17/10/2021,Goa,Ahmedabad,18:15,20:20,Non stop,14451.0
70,"IndiGo, Go First",17/10/2021,Goa,Ahmedabad,16:30,21:05,1 stop via Mumbai,15143.0
71,Go First,18/10/2021,Goa,Ahmedabad,20:25,22:05,Non stop,5893.0
72,IndiGo,18/10/2021,Goa,Ahmedabad,21:40,23:20,Non stop,6156.0
73,IndiGo,18/10/2021,Goa,Ahmedabad,12:00,17:40,1 stop via Mumbai,7143.0
74,Spicejet,18/10/2021,Goa,Ahmedabad,19:40,21:40,Non stop,7521.0
75,IndiGo,18/10/2021,Goa,Ahmedabad,09:15,14:40,1 stop via Mumbai,7600.0
76,IndiGo,18/10/2021,Goa,Ahmedabad,10:55,21:10,1 stop via Mumbai,7600.0
77,IndiGo,18/10/2021,Goa,Ahmedabad,09:10,10:50,Non stop,7836.0
78,IndiGo,18/10/2021,Goa,Ahmedabad,10:55,17:40,1 stop via Mumbai,8057.0
79,IndiGo,18/10/2021,Goa,Ahmedabad,10:55,17:40,1 stop via Mumbai,8057.0
80,IndiGo,18/10/2021,Goa,Ahmedabad,18:30,23:25,1 stop via Mumbai,8057.0
81,IndiGo,18/10/2021,Goa,Ahmedabad,10:40,18:30,1 stop via Nagpur,8513.0
82,IndiGo,18/10/2021,Goa,Ahmedabad,16:30,23:25,1 stop via Mumbai,8513.0
83,IndiGo,18/10/2021,Goa,Ahmedabad,19:50,23:25,1 stop via Mumbai,8970.0
84,Spicejet,18/10/2021,Goa,Ahmedabad,14:50,17:00,Non stop,9095.0
85,Spicejet,18/10/2021,Goa,Ahmedabad,07:45,09:45,Non stop,9621.0
86,IndiGo,18/10/2021,Goa,Ahmedabad,15:25,17:05,Non stop,9936.0
87,IndiGo,18/10/2021,Goa,Ahmedabad,14:40,21:15,1 stop via Hyderabad,10797.0
88,IndiGo,18/10/2021,Goa,Ahmedabad,14:40,21:15,1 stop via Hyderabad,10797.0
89,IndiGo,18/10/2021,Goa,Ahmedabad,16:30,21:10,1 stop via Mumbai,11254.0
90,Go First,18/10/2021,Goa,Ahmedabad,13:40,17:15,1 stop via Mumbai,11793.0
91,Go First,18/10/2021,Goa,Ahmedabad,11:45,17:15,1 stop via Mumbai,12633.0
92,Go First,18/10/2021,Goa,Ahmedabad,15:40,17:10,Non stop,14451.0
93,Vistara,18/10/2021,Goa,Ahmedabad,14:30,19:40,1 stop via New Delhi,19807.0
94,Air India,18/10/2021,Goa,Ahmedabad,15:25,21:30,1 stop via New Delhi,19807.0
95,IndiGo,19/10/2021,Goa,Ahmedabad,10:40,18:30,1 stop via Nagpur,8057.0
96,Go First,19/10/2021,Goa,Ahmedabad,20:25,22:05,Non stop,5315.0
97,Spicejet,19/10/2021,Goa,Ahmedabad,07:45,09:45,Non stop,5315.0
98,Spicejet,19/10/2021,Goa,Ahmedabad,19:40,21:40,Non stop,5315.0
99,IndiGo,19/10/2021,Goa,Ahmedabad,21:40,23:20,Non stop,5316.0
100,IndiGo,19/10/2021,Goa,Ahmedabad,15:25,17:05,Non stop,5316.0
101,IndiGo,19/10/2021,Goa,Ahmedabad,19:50,23:25,1 stop via Mumbai,8057.0
102,Go First,19/10/2021,Goa,Ahmedabad,20:25,22:05,Non stop,8465.0
103,Spicejet,19/10/2021,Goa,Ahmedabad,07:45,09:45,Non stop,8571.0
104,IndiGo,19/10/2021,Goa,Ahmedabad,09:10,10:50,Non stop,8781.0
105,IndiGo,19/10/2021,Goa,Ahmedabad,21:40,23:20,Non stop,8781.0
106,Spicejet,19/10/2021,Goa,Ahmedabad,19:40,21:40,Non stop,9621.0
107,IndiGo,19/10/2021,Goa,Ahmedabad,09:15,17:40,1 stop via Mumbai,9884.0
108,IndiGo,19/10/2021,Goa,Ahmedabad,15:25,17:05,Non stop,9936.0
109,Go First,19/10/2021,Goa,Ahmedabad,09:35,21:05,1 stop via Mumbai,10113.0
110,Go First,19/10/2021,Goa,Ahmedabad,15:40,17:10,Non stop,10145.0
111,IndiGo,19/10/2021,Goa,Ahmedabad,11:15,21:15,1 stop via Hyderabad,10340.0
112,IndiGo,19/10/2021,Goa,Ahmedabad,20:05,06:50,1 stop via Hyderabad,10340.0
113,Spicejet,20/10/2021,Goa,Ahmedabad,07:45,09:45,Non stop,5315.0
114,Spicejet,20/10/2021,Goa,Ahmedabad,19:40,21:40,Non stop,5315.0
115,Go First,20/10/2021,Goa,Ahmedabad,20:25,22:05,Non stop,5315.0
116,Go First,20/10/2021,Goa,Ahmedabad,07:20,12:55,1 stop via Mumbai,5315.0
117,Go First,20/10/2021,Goa,Ahmedabad,11:10,17:00,1 stop via New Delhi,5315.0
118,Go First,20/10/2021,Goa,Ahmedabad,12:10,19:35,1 stop via Bengaluru,5315.0
119,IndiGo,20/10/2021,Goa,Ahmedabad,09:10,10:50,Non stop,5316.0
120,IndiGo,20/10/2021,Goa,Ahmedabad,21:40,23:20,Non stop,5316.0
121,IndiGo,20/10/2021,Goa,Ahmedabad,10:40,18:30,1 stop via Nagpur,5316.0
122,IndiGo,20/10/2021,Goa,Ahmedabad,13:10,19:45,1 stop via Mumbai,5316.0
123,IndiGo,20/10/2021,Goa,Ahmedabad,10:55,19:45,1 stop via Mumbai,5316.0
124,IndiGo,20/10/2021,Goa,Ahmedabad,19:50,23:25,1 stop via Mumbai,5316.0
125,IndiGo,20/10/2021,Goa,Ahmedabad,18:30,23:25,1 stop via Mumbai,5316.0
126,IndiGo,20/10/2021,Goa,Ahmedabad,16:30,23:25,1 stop via Mumbai,5316.0
127,Spicejet,20/10/2021,Goa,Ahmedabad,14:50,17:00,Non stop,5631.0
128,IndiGo,20/10/2021,Goa,Ahmedabad,15:25,17:05,Non stop,5736.0
129,IndiGo,20/10/2021,Goa,Ahmedabad,09:15,14:40,1 stop via Mumbai,5773.0
130,IndiGo,20/10/2021,Goa,Ahmedabad,12:00,19:45,1 stop via Mumbai,5773.0
131,Go First,20/10/2021,Goa,Ahmedabad,15:40,17:10,Non stop,5893.0
132,IndiGo,20/10/2021,Goa,Ahmedabad,16:30,21:10,1 stop via Mumbai,7143.0
133,Go First,20/10/2021,Goa,Ahmedabad,16:15,21:05,1 stop via Mumbai,7593.0
134,IndiGo,20/10/2021,Goa,Ahmedabad,13:10,17:40,1 stop via Mumbai,7679.0
135,Air India,20/10/2021,Goa,Ahmedabad,07:30,18:10,1 stop via Mumbai,7995.0
136,Vistara,20/10/2021,Goa,Ahmedabad,12:15,19:40,"2 stop via Mumbai,New Delhi",15345.0
137,Spicejet,21/10/2021,Goa,Ahmedabad,07:45,09:45,Non stop,5315.0
138,Go First,21/10/2021,Goa,Ahmedabad,20:25,22:05,Non stop,5315.0
139,Go First,21/10/2021,Goa,Ahmedabad,07:20,12:55,1 stop via Mumbai,5315.0
140,Go First,21/10/2021,Goa,Ahmedabad,07:20,12:55,1 stop via Mumbai,5315.0
141,Go First,21/10/2021,Goa,Ahmedabad,11:10,17:00,1 stop via New Delhi,5315.0
142,Go First,21/10/2021,Goa,Ahmedabad,11:45,17:15,1 stop via Mumbai,5315.0
143,Go First,21/10/2021,Goa,Ahmedabad,12:10,19:35,1 stop via Bengaluru,5315.0
144,Go First,21/10/2021,Goa,Ahmedabad,16:15,21:05,1 stop via Mumbai,5315.0
145,Go First,21/10/2021,Goa,Ahmedabad,14:25,21:05,1 stop via Mumbai,5315.0
146,IndiGo,21/10/2021,Goa,Ahmedabad,09:10,10:50,Non stop,5316.0
147,IndiGo,21/10/2021,Goa,Ahmedabad,21:40,23:20,Non stop,5316.0
148,IndiGo,21/10/2021,Goa,Ahmedabad,09:15,14:40,1 stop via Mumbai,5316.0
149,IndiGo,21/10/2021,Goa,Ahmedabad,09:15,14:40,1 stop via Mumbai,5316.0
150,IndiGo,21/10/2021,Goa,Ahmedabad,13:10,17:40,1 stop via Mumbai,5316.0
151,IndiGo,21/10/2021,Goa,Ahmedabad,10:55,17:40,1 stop via Mumbai,5316.0
152,IndiGo,21/10/2021,Goa,Ahmedabad,16:30,21:10,1 stop via Mumbai,5316.0
153,IndiGo,21/10/2021,Goa,Ahmedabad,14:40,21:15,1 stop via Hyderabad,5316.0
154,IndiGo,21/10/2021,Goa,Ahmedabad,19:50,23:25,1 stop via Mumbai,5316.0
155,IndiGo,21/10/2021,Goa,Ahmedabad,18:30,23:25,1 stop via Mumbai,5316.0
156,Spicejet,21/10/2021,Goa,Ahmedabad,19:40,21:40,Non stop,5421.0
157,Go First,21/10/2021,Goa,Ahmedabad,15:40,17:10,Non stop,5893.0
158,Spicejet,21/10/2021,Goa,Ahmedabad,14:50,17:00,Non stop,6365.0
159,Air India,21/10/2021,Goa,Ahmedabad,07:30,18:10,1 stop via Mumbai,6724.0
160,Go First,21/10/2021,Goa,Ahmedabad,13:40,17:15,1 stop via Mumbai,7383.0
161,IndiGo,21/10/2021,Goa,Ahmedabad,15:25,17:05,Non stop,9516.0
162,Vistara,21/10/2021,Goa,Ahmedabad,11:35,19:40,1 stop via New Delhi,11834.0
163,Spicejet,22/10/2021,Goa,Ahmedabad,07:45,09:45,Non stop,5315.0
164,Spicejet,22/10/2021,Goa,Ahmedabad,19:40,21:40,Non stop,5315.0
165,Go First,22/10/2021,Goa,Ahmedabad,20:25,22:05,Non stop,5315.0
166,Go First,22/10/2021,Goa,Ahmedabad,07:20,12:55,1 stop via Mumbai,5315.0
167,Go First,22/10/2021,Goa,Ahmedabad,07:20,12:55,1 stop via Mumbai,5315.0
168,Go First,22/10/2021,Goa,Ahmedabad,11:10,17:00,1 stop via New Delhi,5315.0
169,Go First,22/10/2021,Goa,Ahmedabad,11:45,17:15,1 stop via Mumbai,5315.0
170,Go First,22/10/2021,Goa,Ahmedabad,12:10,19:35,1 stop via Bengaluru,5315.0
171,Go First,22/10/2021,Goa,Ahmedabad,16:15,21:05,1 stop via Mumbai,5315.0
172,Go First,22/10/2021,Goa,Ahmedabad,14:25,21:05,1 stop via Mumbai,5315.0
173,IndiGo,22/10/2021,Goa,Ahmedabad,09:10,10:50,Non stop,5316.0
174,IndiGo,22/10/2021,Goa,Ahmedabad,15:25,17:05,Non stop,5316.0
175,IndiGo,22/10/2021,Goa,Ahmedabad,21:40,23:20,Non stop,5316.0
176,IndiGo,22/10/2021,Goa,Ahmedabad,09:15,14:40,1 stop via Mumbai,5316.0
177,IndiGo,22/10/2021,Goa,Ahmedabad,09:15,14:40,1 stop via Mumbai,5316.0
178,IndiGo,22/10/2021,Goa,Ahmedabad,13:10,17:40,1 stop via Mumbai,5316.0
179,IndiGo,22/10/2021,Goa,Ahmedabad,10:55,17:40,1 stop via Mumbai,5316.0
180,IndiGo,22/10/2021,Goa,Ahmedabad,19:50,23:25,1 stop via Mumbai,5316.0
181,IndiGo,22/10/2021,Goa,Ahmedabad,18:30,23:25,1 stop via Mumbai,5316.0
182,IndiGo,22/10/2021,Goa,Ahmedabad,16:30,23:25,1 stop via Mumbai,5316.0
183,Spicejet,22/10/2021,Goa,Ahmedabad,14:50,17:00,Non stop,5631.0
184,IndiGo,22/10/2021,Goa,Ahmedabad,16:30,21:10,1 stop via Mumbai,5773.0
185,Go First,22/10/2021,Goa,Ahmedabad,15:40,17:10,Non stop,5893.0
186,Air India,22/10/2021,Goa,Ahmedabad,12:30,18:10,1 stop via Mumbai,6724.0
187,Vistara,22/10/2021,Goa,Ahmedabad,11:35,19:40,1 stop via New Delhi,11254.0
188,Spicejet,23/10/2021,Goa,Ahmedabad,07:45,09:45,Non stop,5315.0
189,Spicejet,23/10/2021,Goa,Ahmedabad,19:40,21:40,Non stop,5315.0
190,Go First,23/10/2021,Goa,Ahmedabad,20:25,22:05,Non stop,5315.0
191,Go First,23/10/2021,Goa,Ahmedabad,11:10,17:00,1 stop via New Delhi,5315.0
192,Go First,23/10/2021,Goa,Ahmedabad,11:10,17:00,1 stop via New Delhi,5315.0
193,Go First,23/10/2021,Goa,Ahmedabad,13:40,17:15,1 stop via Mumbai,5315.0
194,Go First,23/10/2021,Goa,Ahmedabad,12:10,19:35,1 stop via Bengaluru,5315.0
195,Go First,23/10/2021,Goa,Ahmedabad,16:15,21:05,1 stop via Mumbai,5315.0
196,Go First,23/10/2021,Goa,Ahmedabad,14:25,21:05,1 stop via Mumbai,5315.0
197,IndiGo,23/10/2021,Goa,Ahmedabad,09:10,10:50,Non stop,5316.0
198,IndiGo,23/10/2021,Goa,Ahmedabad,15:25,17:05,Non stop,5316.0
199,IndiGo,23/10/2021,Goa,Ahmedabad,21:40,23:20,Non stop,5316.0
200,IndiGo,23/10/2021,Goa,Ahmedabad,09:15,14:40,1 stop via Mumbai,5316.0
201,IndiGo,23/10/2021,Goa,Ahmedabad,09:15,14:40,1 stop via Mumbai,5316.0
202,IndiGo,23/10/2021,Goa,Ahmedabad,13:10,17:40,1 stop via Mumbai,5316.0
203,IndiGo,23/10/2021,Goa,Ahmedabad,12:00,17:40,1 stop via Mumbai,5316.0
204,IndiGo,23/10/2021,Goa,Ahmedabad,10:55,17:40,1 stop via Mumbai,5316.0
205,IndiGo,23/10/2021,Goa,Ahmedabad,10:40,18:30,1 stop via Nagpur,5316.0
206,IndiGo,23/10/2021,Goa,Ahmedabad,16:30,21:10,1 stop via Mumbai,5316.0
207,IndiGo,23/10/2021,Goa,Ahmedabad,14:40,21:15,1 stop via Hyderabad,5316.0
208,IndiGo,23/10/2021,Goa,Ahmedabad,19:50,23:25,1 stop via Mumbai,5316.0
209,IndiGo,23/10/2021,Goa,Ahmedabad,18:30,23:25,1 stop via Mumbai,5316.0
210,Spicejet,23/10/2021,Goa,Ahmedabad,14:50,17:00,Non stop,5841.0
211,Go First,23/10/2021,Goa,Ahmedabad,15:40,17:10,Non stop,5893.0
212,Air India,23/10/2021,Goa,Ahmedabad,07:30,18:10,1 stop via Mumbai,6724.0
213,Vistara,23/10/2021,Goa,Ahmedabad,11:35,19:40,1 stop via New Delhi,11254.0
214,Spicejet,24/10/2021,Goa,Ahmedabad,07:45,09:45,Non stop,5315.0
215,IndiGo,24/10/2021,Goa,Ahmedabad,09:10,10:50,Non stop,5316.0
216,IndiGo,24/10/2021,Goa,Ahmedabad,10:40,15:25,1 stop via Nagpur,5316.0
217,IndiGo,24/10/2021,Goa,Ahmedabad,16:30,23:25,1 stop via Mumbai,6230.0
218,Go First,24/10/2021,Goa,Ahmedabad,20:25,22:05,Non stop,6471.0
219,Spicejet,24/10/2021,Goa,Ahmedabad,19:40,21:40,Non stop,6681.0
220,IndiGo,24/10/2021,Goa,Ahmedabad,20:05,06:50,1 stop via Hyderabad,6686.0
221,Air India,24/10/2021,Goa,Ahmedabad,07:30,18:10,1 stop via Mumbai,6724.0
222,Go First,24/10/2021,Goa,Ahmedabad,15:40,17:10,Non stop,7033.0
223,Spicejet,24/10/2021,Goa,Ahmedabad,18:15,20:20,Non stop,7101.0
224,IndiGo,24/10/2021,Goa,Ahmedabad,11:15,21:15,1 stop via Hyderabad,7143.0
225,IndiGo,24/10/2021,Goa,Ahmedabad,11:15,21:15,1 stop via Hyderabad,7143.0
226,Go First,24/10/2021,Goa,Ahmedabad,07:20,17:15,1 stop via Mumbai,7383.0
227,IndiGo,24/10/2021,Goa,Ahmedabad,13:10,23:25,1 stop via Mumbai,7600.0
228,IndiGo,24/10/2021,Goa,Ahmedabad,21:40,23:20,Non stop,7836.0
229,Spicejet,24/10/2021,Goa,Ahmedabad,17:40,19:20,Non stop,8045.0
230,IndiGo,24/10/2021,Goa,Ahmedabad,13:10,17:40,1 stop via Mumbai,8057.0
231,IndiGo,24/10/2021,Goa,Ahmedabad,13:10,17:40,1 stop via Mumbai,8057.0
232,IndiGo,24/10/2021,Goa,Ahmedabad,09:15,17:40,1 stop via Mumbai,8834.0
233,IndiGo,24/10/2021,Goa,Ahmedabad,16:30,21:10,1 stop via Mumbai,8970.0
234,IndiGo,24/10/2021,Goa,Ahmedabad,19:50,23:25,1 stop via Mumbai,8970.0
235,IndiGo,24/10/2021,Goa,Ahmedabad,18:30,23:25,1 stop via Mumbai,9427.0
236,IndiGo,24/10/2021,Goa,Ahmedabad,11:45,17:40,1 stop via Mumbai,10340.0
237,Vistara,24/10/2021,Goa,Ahmedabad,11:35,19:40,1 stop via New Delhi,11834.0
238,Go First,24/10/2021,Goa,Ahmedabad,13:40,17:15,1 stop via Mumbai,12633.0
239,Spicejet,25/10/2021,Goa,Ahmedabad,07:45,09:45,Non stop,5315.0
240,Go First,25/10/2021,Goa,Ahmedabad,20:25,22:05,Non stop,5315.0
241,Go First,25/10/2021,Goa,Ahmedabad,07:20,12:55,1 stop via Mumbai,5315.0
242,Go First,25/10/2021,Goa,Ahmedabad,11:10,17:00,1 stop via New Delhi,5315.0
243,Go First,25/10/2021,Goa,Ahmedabad,12:10,19:35,1 stop via Bengaluru,5315.0
244,IndiGo,25/10/2021,Goa,Ahmedabad,09:10,10:50,Non stop,5316.0
245,IndiGo,25/10/2021,Goa,Ahmedabad,21:40,23:20,Non stop,5316.0
246,IndiGo,25/10/2021,Goa,Ahmedabad,09:15,14:40,1 stop via Mumbai,5316.0
247,IndiGo,25/10/2021,Goa,Ahmedabad,10:55,17:40,1 stop via Mumbai,5316.0
248,IndiGo,25/10/2021,Goa,Ahmedabad,10:40,18:30,1 stop via Nagpur,5316.0
249,IndiGo,25/10/2021,Goa,Ahmedabad,19:50,23:25,1 stop via Mumbai,5316.0
250,IndiGo,25/10/2021,Goa,Ahmedabad,18:30,23:25,1 stop via Mumbai,5316.0
251,IndiGo,25/10/2021,Goa,Ahmedabad,20:05,06:50,1 stop via Hyderabad,5316.0
252,Spicejet,25/10/2021,Goa,Ahmedabad,19:40,21:40,Non stop,5421.0
253,IndiGo,25/10/2021,Goa,Ahmedabad,12:00,17:40,1 stop via Mumbai,5773.0
254,Go First,25/10/2021,Goa,Ahmedabad,15:40,17:10,Non stop,5893.0
255,Spicejet,25/10/2021,Goa,Ahmedabad,14:50,17:00,Non stop,6365.0
256,IndiGo,25/10/2021,Goa,Ahmedabad,13:10,17:40,1 stop via Mumbai,7143.0
257,Spicejet,26/10/2021,Goa,Ahmedabad,07:45,09:45,Non stop,5315.0
258,Spicejet,26/10/2021,Goa,Ahmedabad,14:50,17:00,Non stop,5315.0
259,Spicejet,26/10/2021,Goa,Ahmedabad,19:40,21:40,Non stop,5315.0
260,Go First,26/10/2021,Goa,Ahmedabad,20:25,22:05,Non stop,5315.0
261,Go First,26/10/2021,Goa,Ahmedabad,07:20,12:55,1 stop via Mumbai,5315.0
262,Go First,26/10/2021,Goa,Ahmedabad,07:20,12:55,1 stop via Mumbai,5315.0
263,Go First,26/10/2021,Goa,Ahmedabad,11:10,17:00,1 stop via New Delhi,5315.0
264,Go First,26/10/2021,Goa,Ahmedabad,13:40,17:15,1 stop via Mumbai,5315.0
265,Go First,26/10/2021,Goa,Ahmedabad,11:45,17:15,1 stop via Mumbai,5315.0
266,Go First,26/10/2021,Goa,Ahmedabad,12:10,19:35,1 stop via Bengaluru,5315.0
267,Go First,26/10/2021,Goa,Ahmedabad,16:15,21:05,1 stop via Mumbai,5315.0
268,Go First,26/10/2021,Goa,Ahmedabad,14:25,21:05,1 stop via Mumbai,5315.0
269,IndiGo,26/10/2021,Goa,Ahmedabad,09:10,10:50,Non stop,5316.0
270,IndiGo,26/10/2021,Goa,Ahmedabad,15:25,17:05,Non stop,5316.0
271,IndiGo,26/10/2021,Goa,Ahmedabad,21:40,23:20,Non stop,5316.0
272,IndiGo,26/10/2021,Goa,Ahmedabad,09:15,14:40,1 stop via Mumbai,5316.0
273,IndiGo,26/10/2021,Goa,Ahmedabad,09:15,14:40,1 stop via Mumbai,5316.0
274,IndiGo,26/10/2021,Goa,Ahmedabad,13:10,17:40,1 stop via Mumbai,5316.0
275,IndiGo,26/10/2021,Goa,Ahmedabad,16:30,21:10,1 stop via Mumbai,5316.0
276,IndiGo,26/10/2021,Goa,Ahmedabad,14:40,21:15,1 stop via Hyderabad,5316.0
277,IndiGo,26/10/2021,Goa,Ahmedabad,19:50,23:25,1 stop via Mumbai,5316.0
278,IndiGo,26/10/2021,Goa,Ahmedabad,18:30,23:25,1 stop via Mumbai,5316.0
279,Go First,26/10/2021,Goa,Ahmedabad,15:40,17:10,Non stop,5893.0
280,Air India,26/10/2021,Goa,Ahmedabad,07:30,18:10,1 stop via Mumbai,6724.0
281,Vistara,26/10/2021,Goa,Ahmedabad,14:30,19:40,1 stop via New Delhi,10629.0
282,Spicejet,27/10/2021,Goa,Ahmedabad,07:45,09:45,Non stop,5315.0
283,Spicejet,27/10/2021,Goa,Ahmedabad,14:50,17:00,Non stop,5315.0
284,Spicejet,27/10/2021,Goa,Ahmedabad,19:40,21:40,Non stop,5315.0
285,Go First,27/10/2021,Goa,Ahmedabad,20:25,22:05,Non stop,5315.0
286,Go First,27/10/2021,Goa,Ahmedabad,07:20,12:55,1 stop via Mumbai,5315.0
