,Airline,Journey_date,From,To,Dtime,Atime,Stops,Price
1637,Go First,27/10/2021,Goa,Kolkata,16:15,23:40,1 stop via Mumbai,7622.0
1638,Go First,27/10/2021,Goa,Kolkata,14:25,23:40,1 stop via Mumbai,7622.0
1639,AirAsia,27/10/2021,Goa,Kolkata,15:30,01:05,1 stop via Hyderabad,7622.0
1640,AirAsia,27/10/2021,Goa,Kolkata,17:05,01:35,1 stop via Bengaluru,7622.0
1641,AirAsia,27/10/2021,Goa,Kolkata,18:55,01:40,"2 stop via Mumbai,Bengaluru",7622.0
1642,Spicejet,27/10/2021,Goa,Kolkata,14:00,16:35,Non stop,7625.0
1643,Spicejet,27/10/2021,Goa,Kolkata,16:30,19:35,Non stop,7625.0
1644,IndiGo,27/10/2021,Goa,Kolkata,14:50,17:55,Non stop,7626.0
1645,IndiGo,27/10/2021,Goa,Kolkata,08:20,13:55,1 stop via Bengaluru,7626.0
1646,IndiGo,27/10/2021,Goa,Kolkata,09:30,15:35,1 stop via Bengaluru,7626.0
1647,IndiGo,27/10/2021,Goa,Kolkata,09:00,15:55,1 stop via Hyderabad,7626.0
1648,IndiGo,27/10/2021,Goa,Kolkata,10:55,16:25,1 stop via Mumbai,7626.0
1649,IndiGo,27/10/2021,Goa,Kolkata,12:10,17:50,1 stop via Bengaluru,7626.0
1650,IndiGo,27/10/2021,Goa,Kolkata,13:25,19:50,1 stop via New Delhi,7626.0
1651,IndiGo,27/10/2021,Goa,Kolkata,13:10,20:05,1 stop via Mumbai,7626.0
1652,IndiGo,27/10/2021,Goa,Kolkata,14:40,21:30,1 stop via Hyderabad,7626.0
1653,IndiGo,27/10/2021,Goa,Kolkata,15:20,22:00,1 stop via New Delhi,7626.0
1654,IndiGo,27/10/2021,Goa,Kolkata,16:25,22:05,1 stop via Bengaluru,7626.0
1655,IndiGo,27/10/2021,Goa,Kolkata,16:30,22:20,1 stop via Mumbai,7626.0
1656,IndiGo,27/10/2021,Goa,Kolkata,18:05,22:40,1 stop via Hyderabad,7626.0
1657,Vistara,27/10/2021,Goa,Kolkata,13:20,19:45,1 stop via Mumbai,9915.0
1658,Go First,27/10/2021,Goa,Kolkata,15:40,21:55,"2 stop via Ahmedabad,Jaipur",10651.0
1659,Air India,27/10/2021,Goa,Kolkata,15:20,23:15,1 stop via Mumbai,12877.0
1660,AirAsia,28/10/2021,Goa,Kolkata,15:30,19:25,1 stop via Hyderabad,7622.0
1661,AirAsia,28/10/2021,Goa,Kolkata,13:35,19:25,1 stop via Hyderabad,7622.0
1662,Go First,28/10/2021,Goa,Kolkata,12:10,19:55,1 stop via Bengaluru,7622.0
1663,AirAsia,28/10/2021,Goa,Kolkata,15:30,20:50,1 stop via Hyderabad,7622.0
1664,AirAsia,28/10/2021,Goa,Kolkata,17:05,21:20,1 stop via Bengaluru,7622.0
1665,AirAsia,28/10/2021,Goa,Kolkata,13:35,21:20,"2 stop via Hyderabad,Bengaluru",7622.0
1666,AirAsia,28/10/2021,Goa,Kolkata,15:05,21:40,1 stop via New Delhi,7622.0
1667,Go First,28/10/2021,Goa,Kolkata,17:25,23:05,1 stop via New Delhi,7622.0
1668,AirAsia,28/10/2021,Goa,Kolkata,16:35,23:30,1 stop via New Delhi,7622.0
1669,Go First,28/10/2021,Goa,Kolkata,16:15,00:05,1 stop via Mumbai,7622.0
1670,AirAsia,28/10/2021,Goa,Kolkata,17:05,01:35,1 stop via Bengaluru,7622.0
1671,AirAsia,28/10/2021,Goa,Kolkata,18:55,01:40,"2 stop via Mumbai,Bengaluru",7622.0
1672,Spicejet,28/10/2021,Goa,Kolkata,16:10,18:40,Non stop,7625.0
1673,Spicejet,28/10/2021,Goa,Kolkata,15:45,22:30,1 stop via Bengaluru,7625.0
1674,IndiGo,28/10/2021,Goa,Kolkata,14:50,17:55,Non stop,7626.0
1675,IndiGo,28/10/2021,Goa,Kolkata,08:20,13:55,1 stop via Bengaluru,7626.0
1676,IndiGo,28/10/2021,Goa,Kolkata,09:30,15:35,1 stop via Bengaluru,7626.0
1677,IndiGo,28/10/2021,Goa,Kolkata,09:00,15:55,1 stop via Hyderabad,7626.0
1678,IndiGo,28/10/2021,Goa,Kolkata,12:10,17:50,1 stop via Bengaluru,7626.0
1679,IndiGo,28/10/2021,Goa,Kolkata,13:25,19:50,1 stop via New Delhi,7626.0
1680,IndiGo,28/10/2021,Goa,Kolkata,12:10,19:50,1 stop via New Delhi,7626.0
1681,IndiGo,28/10/2021,Goa,Kolkata,13:00,20:25,1 stop via Bengaluru,7626.0
1682,IndiGo,28/10/2021,Goa,Kolkata,14:40,21:30,1 stop via Hyderabad,7626.0
1683,IndiGo,28/10/2021,Goa,Kolkata,16:25,22:05,1 stop via Bengaluru,7626.0
1684,IndiGo,28/10/2021,Goa,Kolkata,18:05,22:40,1 stop via Hyderabad,7626.0
1685,IndiGo,28/10/2021,Goa,Kolkata,17:55,00:30,1 stop via Chennai,7626.0
1686,IndiGo,28/10/2021,Goa,Kolkata,19:50,02:05,1 stop via Mumbai,7626.0
1687,IndiGo,28/10/2021,Goa,Kolkata,21:50,04:50,1 stop via New Delhi,7626.0
1688,Go First,28/10/2021,Goa,Kolkata,15:40,21:55,"2 stop via Ahmedabad,Jaipur",10651.0
1689,Vistara,28/10/2021,Goa,Kolkata,11:35,19:35,1 stop via New Delhi,12682.0
1690,Air India,28/10/2021,Goa,Kolkata,15:25,22:20,1 stop via New Delhi,14032.0
1691,AirAsia,29/10/2021,Goa,Kolkata,07:55,19:20,1 stop via Mumbai,7622.0
1692,AirAsia,29/10/2021,Goa,Kolkata,13:35,19:25,1 stop via Hyderabad,7622.0
1693,Go First,29/10/2021,Goa,Kolkata,12:10,19:55,1 stop via Bengaluru,7622.0
1694,AirAsia,29/10/2021,Goa,Kolkata,17:05,21:20,1 stop via Bengaluru,7622.0
1695,AirAsia,29/10/2021,Goa,Kolkata,15:05,21:40,1 stop via New Delhi,7622.0
1696,AirAsia,29/10/2021,Goa,Kolkata,16:35,23:30,1 stop via New Delhi,7622.0
1697,Go First,29/10/2021,Goa,Kolkata,16:15,23:40,1 stop via Mumbai,7622.0
1698,Go First,29/10/2021,Goa,Kolkata,14:25,23:40,1 stop via Mumbai,7622.0
1699,Go First,29/10/2021,Goa,Kolkata,13:40,23:40,1 stop via Mumbai,7622.0
1700,Go First,29/10/2021,Goa,Kolkata,11:45,23:40,1 stop via Mumbai,7622.0
1701,AirAsia,29/10/2021,Goa,Kolkata,17:05,01:35,1 stop via Bengaluru,7622.0
1702,Spicejet,29/10/2021,Goa,Kolkata,14:00,16:35,Non stop,7625.0
1703,Spicejet,29/10/2021,Goa,Kolkata,16:30,19:35,Non stop,7625.0
1704,IndiGo,29/10/2021,Goa,Kolkata,14:50,17:55,Non stop,7626.0
1705,IndiGo,29/10/2021,Goa,Kolkata,08:20,13:55,1 stop via Bengaluru,7626.0
1706,IndiGo,29/10/2021,Goa,Kolkata,09:30,15:35,1 stop via Bengaluru,7626.0
1707,IndiGo,29/10/2021,Goa,Kolkata,09:00,15:55,1 stop via Hyderabad,7626.0
1708,IndiGo,29/10/2021,Goa,Kolkata,10:55,16:25,1 stop via Mumbai,7626.0
1709,IndiGo,29/10/2021,Goa,Kolkata,09:15,16:25,1 stop via Mumbai,7626.0
1710,IndiGo,29/10/2021,Goa,Kolkata,09:25,17:10,1 stop via New Delhi,7626.0
1711,IndiGo,29/10/2021,Goa,Kolkata,12:10,17:50,1 stop via Bengaluru,7626.0
1712,IndiGo,29/10/2021,Goa,Kolkata,11:15,19:15,1 stop via Hyderabad,7626.0
1713,IndiGo,29/10/2021,Goa,Kolkata,14:40,21:30,1 stop via Hyderabad,7626.0
1714,IndiGo,29/10/2021,Goa,Kolkata,15:20,23:10,1 stop via New Delhi,7626.0
1715,IndiGo,29/10/2021,Goa,Kolkata,17:55,23:20,1 stop via Chennai,7626.0
1716,AirAsia,29/10/2021,Goa,Kolkata,15:30,19:25,1 stop via Hyderabad,8047.0
1717,AirAsia,29/10/2021,Goa,Kolkata,18:55,01:40,"2 stop via Mumbai,Bengaluru",8674.0
1718,IndiGo,29/10/2021,Goa,Kolkata,16:30,22:20,1 stop via Mumbai,9563.0
1719,Vistara,29/10/2021,Goa,Kolkata,13:20,19:45,1 stop via Mumbai,10450.0
1720,Go First,29/10/2021,Goa,Kolkata,15:40,21:55,"2 stop via Ahmedabad,Jaipur",10651.0
1721,IndiGo,29/10/2021,Goa,Kolkata,18:05,22:40,1 stop via Hyderabad,10724.0
1722,Air India,29/10/2021,Goa,Kolkata,15:25,22:20,1 stop via New Delhi,15397.0
1723,AirAsia,30/10/2021,Goa,Kolkata,17:05,21:20,1 stop via Bengaluru,7622.0
1724,AirAsia,30/10/2021,Goa,Kolkata,07:35,21:20,1 stop via Bengaluru,7622.0
1725,AirAsia,30/10/2021,Goa,Kolkata,15:05,21:40,1 stop via New Delhi,7622.0
1726,AirAsia,30/10/2021,Goa,Kolkata,17:05,01:35,1 stop via Bengaluru,7622.0
1727,AirAsia,30/10/2021,Goa,Kolkata,16:35,07:10,1 stop via New Delhi,7622.0
1728,Go First,30/10/2021,Goa,Kolkata,17:25,08:00,1 stop via New Delhi,7622.0
1729,AirAsia,30/10/2021,Goa,Kolkata,15:05,08:25,"2 stop via New Delhi,Guwahati",7622.0
1730,IndiGo,30/10/2021,Goa,Kolkata,14:50,17:55,Non stop,7626.0
1731,IndiGo,30/10/2021,Goa,Kolkata,09:00,15:55,1 stop via Hyderabad,7626.0
1732,IndiGo,30/10/2021,Goa,Kolkata,15:20,23:10,1 stop via New Delhi,7626.0
1733,IndiGo,30/10/2021,Goa,Kolkata,13:25,23:10,1 stop via New Delhi,7626.0
1734,IndiGo,30/10/2021,Goa,Kolkata,12:10,23:10,1 stop via New Delhi,7626.0
1735,Spicejet,30/10/2021,Goa,Kolkata,16:10,18:40,Non stop,7731.0
1736,AirAsia,30/10/2021,Goa,Kolkata,09:55,20:50,"2 stop via Mumbai,Hyderabad",8044.0
1737,IndiGo,30/10/2021,Goa,Kolkata,08:20,15:35,1 stop via Bengaluru,8272.0
1738,AirAsia,30/10/2021,Goa,Kolkata,13:35,20:50,1 stop via Hyderabad,8990.0
1739,AirAsia,30/10/2021,Goa,Kolkata,18:55,01:40,"2 stop via Mumbai,Bengaluru",9410.0
1740,IndiGo,30/10/2021,Goa,Kolkata,16:25,00:20,1 stop via Bengaluru,10195.0
1741,AirAsia,30/10/2021,Goa,Kolkata,13:35,21:20,"2 stop via Hyderabad,Bengaluru",10354.0
1742,IndiGo,30/10/2021,Goa,Kolkata,13:00,20:25,1 stop via Bengaluru,11249.0
1743,IndiGo,30/10/2021,Goa,Kolkata,16:25,22:05,1 stop via Bengaluru,11249.0
1744,Spicejet,30/10/2021,Goa,Kolkata,15:45,22:30,1 stop via Bengaluru,11826.0
1745,IndiGo,30/10/2021,Goa,Kolkata,13:25,19:50,1 stop via New Delhi,12146.0
1746,IndiGo,30/10/2021,Goa,Kolkata,12:10,17:50,1 stop via Bengaluru,12269.0
1747,Vistara,30/10/2021,Goa,Kolkata,14:30,22:45,1 stop via New Delhi,12682.0
1748,IndiGo,30/10/2021,Goa,Kolkata,18:05,22:40,1 stop via Hyderabad,12824.0
1749,Go First,30/10/2021,Goa,Kolkata,15:40,21:55,"2 stop via Ahmedabad,Jaipur",12845.0
1750,IndiGo,30/10/2021,Goa,Kolkata,08:20,13:55,1 stop via Bengaluru,12871.0
1751,Air India,30/10/2021,Goa,Kolkata,07:30,16:00,"2 stop via Mumbai,Bhubaneswar",18418.0
1752,AirAsia,31/10/2021,Goa,Kolkata,07:35,21:05,1 stop via Bengaluru,7622.0
1753,AirAsia,31/10/2021,Goa,Kolkata,20:05,01:05,1 stop via Hyderabad,7622.0
1754,IndiGo,31/10/2021,Goa,Kolkata,08:05,15:50,1 stop via Bengaluru,7626.0
1755,IndiGo,31/10/2021,Goa,Kolkata,12:00,20:40,1 stop via Bengaluru,7626.0
1756,IndiGo,31/10/2021,Goa,Kolkata,10:55,20:40,1 stop via Bengaluru,7626.0
1757,IndiGo,31/10/2021,Goa,Kolkata,18:55,01:55,1 stop via Bengaluru,7626.0
1758,IndiGo,31/10/2021,Goa,Kolkata,18:55,00:10,1 stop via Bengaluru,8272.0
1759,Spicejet,31/10/2021,Goa,Kolkata,07:30,08:30,1 stop via Bengaluru,8571.0
1760,Spicejet,31/10/2021,Goa,Kolkata,17:05,08:45,1 stop via Chennai,8571.0
1761,Spicejet,31/10/2021,Goa,Kolkata,18:30,21:25,Non stop,8991.0
1762,AirAsia,31/10/2021,Goa,Kolkata,17:55,01:05,1 stop via Hyderabad,9830.0
1763,AirAsia,31/10/2021,Goa,Kolkata,07:35,19:20,"2 stop via Bengaluru,Bhubaneswar",10354.0
1764,IndiGo,31/10/2021,Goa,Kolkata,21:45,06:10,1 stop via Bengaluru,10956.0
1765,IndiGo,31/10/2021,Goa,Kolkata,15:05,17:40,Non stop,11511.0
1766,IndiGo,31/10/2021,Goa,Kolkata,16:05,01:55,1 stop via Bengaluru,11796.0
1767,IndiGo,31/10/2021,Goa,Kolkata,14:35,01:55,1 stop via Bengaluru,11796.0
1768,IndiGo,31/10/2021,Goa,Kolkata,16:05,22:45,1 stop via Bengaluru,12015.0
1769,IndiGo,31/10/2021,Goa,Kolkata,07:35,13:20,1 stop via Hyderabad,12824.0
1770,IndiGo,31/10/2021,Goa,Kolkata,14:35,20:40,1 stop via Bengaluru,14684.0
1771,AirAsia,31/10/2021,Goa,Kolkata,17:55,01:25,"2 stop via Hyderabad,Bengaluru",14866.0
1772,IndiGo,31/10/2021,Goa,Kolkata,12:00,17:45,1 stop via Bengaluru,15472.0
1773,IndiGo,31/10/2021,Goa,Kolkata,10:55,17:45,1 stop via Bengaluru,15472.0
1774,AirAsia,31/10/2021,Goa,Kolkata,16:35,23:10,1 stop via New Delhi,15499.0
1775,IndiGo,31/10/2021,Goa,Kolkata,14:40,22:45,1 stop via Indore,16026.0
1776,Go First,31/10/2021,Goa,Kolkata,18:15,23:50,1 stop via Mumbai,16729.0
1777,Go First,31/10/2021,Goa,Kolkata,17:00,23:50,1 stop via Mumbai,16729.0
1778,IndiGo,31/10/2021,Goa,Kolkata,08:05,14:25,1 stop via Bengaluru,17774.0
1779,Air India,31/10/2021,Goa,Kolkata,14:10,22:20,1 stop via New Delhi,18127.0
1780,Vistara,31/10/2021,Goa,Kolkata,08:40,16:55,1 stop via Mumbai,18652.0
1781,IndiGo,15/10/2021,Goa,Pune,16:00,17:10,Non stop,5946.0
1782,IndiGo,15/10/2021,Ahmedabad,Goa,20:15,07:40,1 stop via Bengaluru,6431.0
1783,Go First,15/10/2021,Ahmedabad,Goa,18:15,19:55,Non stop,5060.0
1784,Spicejet,15/10/2021,Ahmedabad,Goa,17:10,19:10,Non stop,5376.0
1785,IndiGo,15/10/2021,Ahmedabad,Goa,21:45,08:30,1 stop via Hyderabad,6431.0
1786,IndiGo,15/10/2021,Ahmedabad,Goa,23:35,07:40,1 stop via Bengaluru,6888.0
1787,IndiGo,15/10/2021,Ahmedabad,Goa,19:25,21:10,Non stop,10206.0
1788,Air India,15/10/2021,Ahmedabad,Goa,18:50,06:50,1 stop via Mumbai,10281.0
1789,Spicejet,15/10/2021,Ahmedabad,Goa,17:10,19:10,Non stop,10520.0
1790,Go First,15/10/2021,Ahmedabad,Goa,21:35,11:05,1 stop via Mumbai,15634.0
1791,"IndiGo, Go First",15/10/2021,Ahmedabad,Goa,18:15,13:10,"2 stop via Mumbai,New Delhi",17068.0
1792,"IndiGo, Go First",15/10/2021,Ahmedabad,Goa,15:10,13:10,"2 stop via Mumbai,New Delhi",17068.0
1793,Air India,15/10/2021,Ahmedabad,Goa,22:20,14:45,"2 stop via New Delhi,Mumbai",18712.0
1794,"IndiGo, Go First",15/10/2021,Ahmedabad,Goa,18:15,10:40,"2 stop via Mumbai,New Delhi",20900.0
1795,"IndiGo, Go First",15/10/2021,Ahmedabad,Goa,15:10,10:40,"2 stop via Mumbai,New Delhi",20900.0
1796,"IndiGo, Go First",15/10/2021,Ahmedabad,Goa,15:10,10:40,"2 stop via Mumbai,New Delhi",20900.0
1797,Go First,16/10/2021,Ahmedabad,Goa,18:15,19:55,Non stop,5060.0
1798,Go First,16/10/2021,Ahmedabad,Goa,21:35,06:50,1 stop via Mumbai,5060.0
1799,Go First,16/10/2021,Ahmedabad,Goa,21:35,06:50,1 stop via Mumbai,5060.0
1800,Go First,16/10/2021,Ahmedabad,Goa,19:55,06:50,1 stop via Mumbai,5060.0
1801,Go First,16/10/2021,Ahmedabad,Goa,17:45,06:50,1 stop via Mumbai,5060.0
1802,IndiGo,16/10/2021,Ahmedabad,Goa,07:05,11:30,1 stop via Mumbai,5061.0
1803,IndiGo,16/10/2021,Ahmedabad,Goa,13:10,17:35,1 stop via Hyderabad,5061.0
1804,IndiGo,16/10/2021,Ahmedabad,Goa,23:35,07:40,1 stop via Bengaluru,5061.0
1805,Spicejet,16/10/2021,Ahmedabad,Goa,17:10,19:10,Non stop,5376.0
1806,Spicejet,16/10/2021,Ahmedabad,Goa,05:20,07:25,Non stop,6426.0
1807,Go First,16/10/2021,Ahmedabad,Goa,10:00,11:40,Non stop,6794.0
1808,Spicejet,16/10/2021,Ahmedabad,Goa,12:05,14:25,Non stop,7266.0
1809,IndiGo,16/10/2021,Ahmedabad,Goa,11:55,18:00,1 stop via Mumbai,7345.0
1810,IndiGo,16/10/2021,Ahmedabad,Goa,11:55,18:00,1 stop via Mumbai,7345.0
1811,IndiGo,16/10/2021,Ahmedabad,Goa,09:30,18:00,1 stop via Mumbai,7345.0
1812,IndiGo,16/10/2021,Ahmedabad,Goa,11:55,15:30,1 stop via Mumbai,7802.0
1813,Go First,16/10/2021,Ahmedabad,Goa,08:45,15:40,1 stop via Mumbai,9020.0
1814,IndiGo,16/10/2021,Ahmedabad,Goa,15:10,19:20,1 stop via Mumbai,9172.0
1815,IndiGo,16/10/2021,Ahmedabad,Goa,06:50,08:40,Non stop,10731.0
1816,IndiGo,16/10/2021,Ahmedabad,Goa,13:05,14:55,Non stop,10731.0
1817,"IndiGo, Air India",16/10/2021,Ahmedabad,Goa,09:30,14:45,1 stop via Mumbai,12684.0
1818,Vistara,16/10/2021,Ahmedabad,Goa,08:40,13:50,1 stop via New Delhi,15615.0
1819,Spicejet,17/10/2021,Ahmedabad,Goa,05:20,07:25,Non stop,5060.0
1820,Spicejet,17/10/2021,Ahmedabad,Goa,08:30,09:55,Non stop,5060.0
1821,Spicejet,17/10/2021,Ahmedabad,Goa,15:35,17:55,Non stop,5060.0
1822,Spicejet,17/10/2021,Ahmedabad,Goa,17:10,19:10,Non stop,5060.0
1823,Go First,17/10/2021,Ahmedabad,Goa,18:15,19:55,Non stop,5060.0
1824,Go First,17/10/2021,Ahmedabad,Goa,08:45,13:55,1 stop via Mumbai,5060.0
1825,Go First,17/10/2021,Ahmedabad,Goa,17:45,06:50,1 stop via Mumbai,5060.0
1826,IndiGo,17/10/2021,Ahmedabad,Goa,06:50,08:40,Non stop,5061.0
1827,IndiGo,17/10/2021,Ahmedabad,Goa,19:25,21:10,Non stop,5061.0
1828,IndiGo,17/10/2021,Ahmedabad,Goa,07:05,11:05,1 stop via Mumbai,5061.0
1829,IndiGo,17/10/2021,Ahmedabad,Goa,09:45,11:45,Non stop,5166.0
1830,IndiGo,17/10/2021,Ahmedabad,Goa,09:30,19:20,1 stop via Mumbai,5518.0
1831,IndiGo,17/10/2021,Ahmedabad,Goa,09:30,19:20,1 stop via Mumbai,5518.0
1832,IndiGo,17/10/2021,Ahmedabad,Goa,23:35,07:40,1 stop via Bengaluru,6431.0
1833,Air India,17/10/2021,Ahmedabad,Goa,18:50,06:50,1 stop via Mumbai,6469.0
1834,IndiGo,17/10/2021,Ahmedabad,Goa,20:15,07:40,1 stop via Bengaluru,6888.0
1835,IndiGo,17/10/2021,Ahmedabad,Goa,21:45,08:30,1 stop via Hyderabad,8258.0
1836,Go First,17/10/2021,Ahmedabad,Goa,19:55,06:50,1 stop via Mumbai,8284.0
1837,IndiGo,17/10/2021,Ahmedabad,Goa,07:20,13:55,1 stop via Hyderabad,8715.0
1838,IndiGo,17/10/2021,Ahmedabad,Goa,08:45,15:50,1 stop via Bengaluru,10542.0
1839,"IndiGo, Vistara",17/10/2021,Ahmedabad,Goa,09:30,14:40,1 stop via Mumbai,10689.0
1840,Vistara,17/10/2021,Ahmedabad,Goa,20:20,10:55,1 stop via New Delhi,10999.0
1841,Go First,17/10/2021,Ahmedabad,Goa,09:00,15:10,1 stop via Bengaluru,13095.0
1842,Vistara,17/10/2021,Ahmedabad,Goa,08:40,19:50,1 stop via New Delhi,15300.0
1843,Vistara,17/10/2021,Ahmedabad,Goa,08:40,13:50,1 stop via New Delhi,16140.0
1844,Spicejet,18/10/2021,Ahmedabad,Goa,05:20,07:25,Non stop,5060.0
1845,Spicejet,18/10/2021,Ahmedabad,Goa,12:05,14:25,Non stop,5060.0
1846,Spicejet,18/10/2021,Ahmedabad,Goa,17:10,19:10,Non stop,5060.0
1847,Go First,18/10/2021,Ahmedabad,Goa,18:15,19:55,Non stop,5060.0
1848,Go First,18/10/2021,Ahmedabad,Goa,09:00,15:10,1 stop via Bengaluru,5060.0
1849,Go First,18/10/2021,Ahmedabad,Goa,08:45,16:35,1 stop via Mumbai,5060.0
1850,Go First,18/10/2021,Ahmedabad,Goa,21:35,06:50,1 stop via Mumbai,5060.0
1851,Go First,18/10/2021,Ahmedabad,Goa,19:55,06:50,1 stop via Mumbai,5060.0
1852,Go First,18/10/2021,Ahmedabad,Goa,17:45,06:50,1 stop via Mumbai,5060.0
1853,IndiGo,18/10/2021,Ahmedabad,Goa,06:50,08:40,Non stop,5061.0
1854,IndiGo,18/10/2021,Ahmedabad,Goa,13:05,14:55,Non stop,5061.0
1855,IndiGo,18/10/2021,Ahmedabad,Goa,19:25,21:10,Non stop,5061.0
1856,IndiGo,18/10/2021,Ahmedabad,Goa,11:55,15:30,1 stop via Mumbai,5061.0
1857,IndiGo,18/10/2021,Ahmedabad,Goa,09:30,15:30,1 stop via Mumbai,5061.0
1858,IndiGo,18/10/2021,Ahmedabad,Goa,15:10,19:20,1 stop via Mumbai,5061.0
1859,IndiGo,18/10/2021,Ahmedabad,Goa,23:35,07:40,1 stop via Bengaluru,5061.0
1860,Go First,18/10/2021,Ahmedabad,Goa,10:00,11:40,Non stop,5638.0
1861,IndiGo,18/10/2021,Ahmedabad,Goa,07:05,11:30,1 stop via Mumbai,5975.0
1862,IndiGo,18/10/2021,Ahmedabad,Goa,13:10,19:35,1 stop via Hyderabad,6431.0
1863,Air India,18/10/2021,Ahmedabad,Goa,18:50,06:50,1 stop via Mumbai,6469.0
1864,Vistara,18/10/2021,Ahmedabad,Goa,08:40,13:50,1 stop via New Delhi,10999.0
1865,Spicejet,19/10/2021,Ahmedabad,Goa,05:20,07:25,Non stop,5060.0
1866,Spicejet,19/10/2021,Ahmedabad,Goa,17:10,19:10,Non stop,5060.0
1867,Go First,19/10/2021,Ahmedabad,Goa,18:15,19:55,Non stop,5060.0
1868,Go First,19/10/2021,Ahmedabad,Goa,09:00,15:10,1 stop via Bengaluru,5060.0
1869,Go First,19/10/2021,Ahmedabad,Goa,09:00,15:10,1 stop via Bengaluru,5060.0
1870,Go First,19/10/2021,Ahmedabad,Goa,08:45,16:30,1 stop via Mumbai,5060.0
1871,Go First,19/10/2021,Ahmedabad,Goa,21:35,06:50,1 stop via Mumbai,5060.0
1872,Go First,19/10/2021,Ahmedabad,Goa,19:55,06:50,1 stop via Mumbai,5060.0
1873,IndiGo,19/10/2021,Ahmedabad,Goa,06:50,08:40,Non stop,5061.0
1874,IndiGo,19/10/2021,Ahmedabad,Goa,19:25,21:10,Non stop,5061.0
1875,IndiGo,19/10/2021,Ahmedabad,Goa,08:45,15:50,1 stop via Bengaluru,5061.0
1876,IndiGo,19/10/2021,Ahmedabad,Goa,08:45,15:50,1 stop via Bengaluru,5061.0
1877,IndiGo,19/10/2021,Ahmedabad,Goa,09:20,16:25,1 stop via Mumbai,5061.0
1878,IndiGo,19/10/2021,Ahmedabad,Goa,15:10,19:20,1 stop via Mumbai,5061.0
1879,IndiGo,19/10/2021,Ahmedabad,Goa,07:20,13:55,1 stop via Hyderabad,5518.0
1880,IndiGo,19/10/2021,Ahmedabad,Goa,13:10,17:35,1 stop via Hyderabad,5518.0
1881,IndiGo,19/10/2021,Ahmedabad,Goa,13:05,14:55,Non stop,5586.0
1882,Go First,19/10/2021,Ahmedabad,Goa,10:00,11:40,Non stop,5638.0
1883,Spicejet,19/10/2021,Ahmedabad,Goa,12:05,14:25,Non stop,6426.0
1884,Air India,19/10/2021,Ahmedabad,Goa,18:50,06:50,1 stop via Mumbai,6469.0
1885,Vistara,19/10/2021,Ahmedabad,Goa,08:40,13:50,1 stop via New Delhi,10552.0
1886,Spicejet,20/10/2021,Ahmedabad,Goa,05:20,07:25,Non stop,5060.0
1887,Spicejet,20/10/2021,Ahmedabad,Goa,17:10,19:10,Non stop,5060.0
1888,Go First,20/10/2021,Ahmedabad,Goa,18:15,19:55,Non stop,5060.0
1889,Go First,20/10/2021,Ahmedabad,Goa,09:00,15:10,1 stop via Bengaluru,5060.0
1890,Go First,20/10/2021,Ahmedabad,Goa,08:45,16:35,1 stop via Mumbai,5060.0
1891,Go First,20/10/2021,Ahmedabad,Goa,21:35,06:50,1 stop via Mumbai,5060.0
1892,Go First,20/10/2021,Ahmedabad,Goa,19:55,06:50,1 stop via Mumbai,5060.0
1893,IndiGo,20/10/2021,Ahmedabad,Goa,06:50,08:40,Non stop,5061.0
1894,IndiGo,20/10/2021,Ahmedabad,Goa,13:05,14:55,Non stop,5061.0
1895,IndiGo,20/10/2021,Ahmedabad,Goa,19:25,21:10,Non stop,5061.0
1896,IndiGo,20/10/2021,Ahmedabad,Goa,07:20,13:55,1 stop via Hyderabad,5061.0
1897,IndiGo,20/10/2021,Ahmedabad,Goa,11:55,15:30,1 stop via Mumbai,5061.0
1898,IndiGo,20/10/2021,Ahmedabad,Goa,09:30,15:30,1 stop via Mumbai,5061.0
1899,IndiGo,20/10/2021,Ahmedabad,Goa,15:10,19:20,1 stop via Mumbai,5061.0
1900,Spicejet,20/10/2021,Ahmedabad,Goa,12:05,14:25,Non stop,5376.0
1901,IndiGo,20/10/2021,Ahmedabad,Goa,07:05,11:30,1 stop via Mumbai,5975.0
1902,IndiGo,20/10/2021,Ahmedabad,Goa,13:10,17:35,1 stop via Hyderabad,5975.0
1903,Air India,20/10/2021,Ahmedabad,Goa,18:50,06:50,1 stop via Mumbai,6469.0
1904,Go First,20/10/2021,Ahmedabad,Goa,10:00,11:40,Non stop,6794.0
1905,Vistara,20/10/2021,Ahmedabad,Goa,08:40,13:50,1 stop via New Delhi,11579.0
1906,Go First,21/10/2021,Ahmedabad,Goa,18:15,19:55,Non stop,5060.0
1907,Go First,21/10/2021,Ahmedabad,Goa,08:45,13:55,1 stop via Mumbai,5060.0
1908,Go First,21/10/2021,Ahmedabad,Goa,08:45,13:55,1 stop via Mumbai,5060.0
1909,Go First,21/10/2021,Ahmedabad,Goa,09:00,15:10,1 stop via Bengaluru,5060.0
1910,Go First,21/10/2021,Ahmedabad,Goa,21:35,06:50,1 stop via Mumbai,5060.0
1911,Go First,21/10/2021,Ahmedabad,Goa,19:55,06:50,1 stop via Mumbai,5060.0
1912,Go First,21/10/2021,Ahmedabad,Goa,17:45,06:50,1 stop via Mumbai,5060.0
1913,IndiGo,21/10/2021,Ahmedabad,Goa,19:25,21:10,Non stop,5061.0
1914,IndiGo,21/10/2021,Ahmedabad,Goa,11:55,15:30,1 stop via Mumbai,5061.0
